1.369086186099999905e+09 1.000000000000000000e+00
1.369088862500000000e+09 1.000000000000000000e+00
1.369091503099999905e+09 1.000000000000000000e+00
1.369094085299999952e+09 1.000000000000000000e+00
1.369095121799999952e+09 2.000000000000000000e+00
1.369096629799999952e+09 1.000000000000000000e+00
1.369097636099999905e+09 2.000000000000000000e+00
1.369099150500000000e+09 1.000000000000000000e+00
1.369100126799999952e+09 2.000000000000000000e+00
1.369101660900000095e+09 1.000000000000000000e+00
1.369104180500000000e+09 1.000000000000000000e+00
1.369105155900000095e+09 2.000000000000000000e+00
1.369106735099999905e+09 1.000000000000000000e+00
1.369107685400000095e+09 2.000000000000000000e+00
1.369109281799999952e+09 1.000000000000000000e+00
1.369111852000000000e+09 1.000000000000000000e+00
1.369112780599999905e+09 2.000000000000000000e+00
1.369114340599999905e+09 1.000000000000000000e+00
1.369114928200000048e+09 2.000000000000000000e+00
1.369116887200000048e+09 1.000000000000000000e+00
1.369119417500000000e+09 1.000000000000000000e+00
1.369120347299999952e+09 2.000000000000000000e+00
1.369122856700000048e+09 2.000000000000000000e+00
1.369124461000000000e+09 1.000000000000000000e+00
1.369126909500000000e+09 1.000000000000000000e+00
1.369129426900000095e+09 1.000000000000000000e+00
1.369131952299999952e+09 1.000000000000000000e+00
1.369132845700000048e+09 2.000000000000000000e+00
1.369134460799999952e+09 1.000000000000000000e+00
1.369136851200000048e+09 1.000000000000000000e+00
1.369137738900000095e+09 2.000000000000000000e+00
1.369139346099999905e+09 1.000000000000000000e+00
1.369140224500000000e+09 2.000000000000000000e+00
1.369141857000000000e+09 1.000000000000000000e+00
1.369142739400000095e+09 2.000000000000000000e+00
1.369144391400000095e+09 1.000000000000000000e+00
1.369145278000000000e+09 2.000000000000000000e+00
1.369149468900000095e+09 1.000000000000000000e+00
1.369150367299999952e+09 2.000000000000000000e+00
1.369152034200000048e+09 1.000000000000000000e+00
1.369154574700000048e+09 1.000000000000000000e+00
1.369156923700000048e+09 1.000000000000000000e+00
1.369159342099999905e+09 1.000000000000000000e+00
1.369161860500000000e+09 1.000000000000000000e+00
1.369164145500000000e+09 1.000000000000000000e+00
1.369166567299999952e+09 1.000000000000000000e+00
1.369168919799999952e+09 1.000000000000000000e+00
1.369171122299999952e+09 2.000000000000000000e+00
1.369171330200000048e+09 1.000000000000000000e+00
1.369173591700000048e+09 1.000000000000000000e+00
1.369175968700000048e+09 1.000000000000000000e+00
1.369178312500000000e+09 1.000000000000000000e+00
1.369180694000000000e+09 1.000000000000000000e+00
1.369181555700000048e+09 2.000000000000000000e+00
1.369183095700000048e+09 1.000000000000000000e+00
1.369185543500000000e+09 1.000000000000000000e+00
1.369188005799999952e+09 1.000000000000000000e+00
1.369190470599999905e+09 1.000000000000000000e+00
1.369192931299999952e+09 1.000000000000000000e+00
1.369195411900000095e+09 1.000000000000000000e+00
