1.366185717200000048e+09 1.000000000000000000e+00
1.366185779099999905e+09 2.000000000000000000e+00
1.366215805400000095e+09 1.000000000000000000e+00
1.366215969200000048e+09 2.000000000000000000e+00
1.366225890099999905e+09 1.000000000000000000e+00
1.366231215900000095e+09 1.000000000000000000e+00
1.366231392700000048e+09 2.000000000000000000e+00
1.366299121299999952e+09 1.000000000000000000e+00
1.366299559099999905e+09 1.000000000000000000e+00
1.366299566099999905e+09 2.000000000000000000e+00
1.366304529900000095e+09 1.000000000000000000e+00
1.366307903700000048e+09 1.000000000000000000e+00
1.366308057700000048e+09 2.000000000000000000e+00
1.366313437700000048e+09 1.000000000000000000e+00
1.366366621599999905e+09 2.000000000000000000e+00
1.366367283500000000e+09 1.000000000000000000e+00
1.366367296599999905e+09 2.000000000000000000e+00
1.366398438500000000e+09 2.000000000000000000e+00
1.366446579599999905e+09 1.000000000000000000e+00
1.366446785500000000e+09 2.000000000000000000e+00
1.366446931400000095e+09 2.000000000000000000e+00
1.366446989299999952e+09 2.000000000000000000e+00
1.366447038299999952e+09 2.000000000000000000e+00
1.366447058299999952e+09 1.000000000000000000e+00
1.366447100200000048e+09 2.000000000000000000e+00
1.366447114200000048e+09 1.000000000000000000e+00
1.366447450099999905e+09 1.000000000000000000e+00
1.366447616000000000e+09 2.000000000000000000e+00
1.366457251599999905e+09 2.000000000000000000e+00
1.366458846500000000e+09 1.000000000000000000e+00
1.366459049299999952e+09 2.000000000000000000e+00
1.366467821500000000e+09 1.000000000000000000e+00
1.366468133299999952e+09 1.000000000000000000e+00
1.366468300200000048e+09 2.000000000000000000e+00
1.366476934500000000e+09 1.000000000000000000e+00
1.366477129400000095e+09 2.000000000000000000e+00
1.366481348000000000e+09 2.000000000000000000e+00
1.366483756400000095e+09 2.000000000000000000e+00
1.366533691700000048e+09 1.000000000000000000e+00
1.366533897599999905e+09 2.000000000000000000e+00
1.366534162400000095e+09 1.000000000000000000e+00
1.366534343200000048e+09 2.000000000000000000e+00
1.366537452900000095e+09 1.000000000000000000e+00
1.366550510599999905e+09 1.000000000000000000e+00
1.366568495500000000e+09 1.000000000000000000e+00
1.366568709400000095e+09 2.000000000000000000e+00
1.366570189400000095e+09 1.000000000000000000e+00
1.366575891200000048e+09 1.000000000000000000e+00
1.366576063099999905e+09 2.000000000000000000e+00
1.366614264299999952e+09 1.000000000000000000e+00
1.366614479200000048e+09 2.000000000000000000e+00
1.366615015000000000e+09 1.000000000000000000e+00
1.366619055599999905e+09 1.000000000000000000e+00
1.366625285599999905e+09 1.000000000000000000e+00
1.366625419400000095e+09 2.000000000000000000e+00
1.366625964000000000e+09 1.000000000000000000e+00
1.366626120000000000e+09 2.000000000000000000e+00
1.366626807500000000e+09 1.000000000000000000e+00
1.366627011299999952e+09 2.000000000000000000e+00
1.366630958900000095e+09 1.000000000000000000e+00
1.366631028799999952e+09 2.000000000000000000e+00
1.366633372400000095e+09 2.000000000000000000e+00
1.366633973900000095e+09 1.000000000000000000e+00
1.366633998900000095e+09 2.000000000000000000e+00
1.366655444500000000e+09 1.000000000000000000e+00
1.366657674299999952e+09 1.000000000000000000e+00
1.366661016099999905e+09 1.000000000000000000e+00
1.366702397900000095e+09 1.000000000000000000e+00
1.366702839500000000e+09 1.000000000000000000e+00
1.366712802700000048e+09 1.000000000000000000e+00
1.366717745900000095e+09 1.000000000000000000e+00
1.366728272900000095e+09 1.000000000000000000e+00
1.366728468700000048e+09 2.000000000000000000e+00
1.366754893700000048e+09 2.000000000000000000e+00
1.366758470599999905e+09 1.000000000000000000e+00
1.366785649599999905e+09 1.000000000000000000e+00
1.366785861500000000e+09 2.000000000000000000e+00
1.366788649099999905e+09 2.000000000000000000e+00
