1404156366.9 1 1 1404156353
1404156811.6 2 1 1404156808
1404157447.2 1 1 1404157444
1404157982.8 2 1 1404157983
1404158875.2 1 1 1404158868
1404159587.8 2 1 1404159583
1404162421.0 1 1 1404162417
1404163441.3 2 1 1404163436
1404378421.8 1 1 1404378418
1404378849.5 2 1 1404378846
1404379483.1 1 1 1404379482
1404380007.7 2 1 1404380008
1404380900.2 1 1 1404380897
1404381610.7 2 1 1404381608
1404384443.8 1 1 1404384440
1404385437.2 2 1 1404385432
1404651428.1 1 1 1404651423
1404652692.3 2 1 1404652690
1404654889.9 1 1 1404654889
1404655840.3 2 1 1404655835
1404843616.4 1 1 1404843611
1404844030.1 2 1 1404844029
1404844672.7 1 1 1404844671
1404845179.4 2 1 1404845178
1404846070.8 1 1 1404846069
1404846793.4 2 1 1404846789
1404849627.5 1 1 1404849623
1404850695.8 2 1 1404850691
1405088434.1 1 1 1405088432
1405088870.8 2 1 1405088867
1405089512.4 1 1 1405089512
1405090022.1 2 1 1405090017
1405090914.5 1 1 1405090911
1405091607.1 2 1 1405091602
1405094441.2 1 1 1405094442
1405095469.6 2 1 1405095464
1405282395.1 1 1 1405282393
1405283645.3 2 1 1405283640
1405285838.9 1 1 1405285836
1405286821.2 2 1 1405286821
1405777314.8 1 1 1405777313
1405777699.5 2 1 1405777689
1405778343.1 1 1 1405778341
1405778827.8 2 1 1405778828
1405779720.2 1 1 1405779715
1405780420.7 2 1 1405780419
1405783256.9 1 1 1405783253
1405784291.3 2 1 1405784287
1405796165.6 1 1 1405796164
1405797223.9 2 1 1405797222
1405799420.5 1 1 1405799417
1405800328.9 2 1 1405800328
1406024829.5 1 1 1406024828
1406025093.4 2 1 1406025090
1406025133.3 1 1 1406025133
1406026122.7 2 1 1406026118
1406028317.3 1 1 1406028314
1406029323.6 2 1 1406029319
1406449895.7 1 1 1406449895
1406451056.9 2 1 1406451055
1406453249.5 1 1 1406453248
1406454204.9 2 1 1406454204
1406656816.6 1 1 1406656815
1406657923.9 2 1 1406657917
1406660119.5 1 1 1406660115
1406661023.9 2 1 1406661021
1406932024.4 1 1 1406932023
1406933185.7 2 1 1406933184
1406935380.3 1 1 1406935381
1406936314.7 2 1 1406936310
1407095266.2 1 1 1407095263
1407096479.4 2 1 1407096475
1407098677.0 1 1 1407098672
1407099588.4 2 1 1407099584
1407531366.6 1 1 1407531365
1407532584.8 2 1 1407532583
1407534779.4 1 1 1407534776
1407535677.8 2 1 1407535673
1407666675.2 1 1 1407666674
1407667306.8 2 1 1407667302
1407667345.8 1 1 1407667344
1407668006.3 2 1 1407668002
1407670201.9 1 1 1407670201
1407671170.3 2 1 1407671167
1407935306.5 1 1 1407935302
1407936629.6 2 1 1407936628
1407938826.2 1 1 1407938823
1407939865.5 2 1 1407939858
1408215535.9 1 1 1408215534
1408216734.1 2 1 1408216729
1408218929.7 1 1 1408218927
1408219887.0 2 1 1408219886
1408479549.1 1 1 1408479545
1408480849.2 2 1 1408480848
1408483106.8 1 1 1408483105
1408484088.1 2 1 1408484083
1408738099.3 1 1 1408738095
1408739331.6 2 1 1408739330
1408741526.1 1 1 1408741524
1408742465.5 2 1 1408742465
1408907707.5 1 1 1408907706
1408908945.7 2 1 1408908941
1408911142.3 1 1 1408911143
1408912103.7 2 1 1408912104
1409141029.6 1 1 1409141029
1409141517.2 2 1 1409141514
1409142157.8 1 1 1409142158
1409142690.5 2 1 1409142688
1409143581.9 1 1 1409143580
1409144310.4 2 1 1409144308
1409147141.6 1 1 1409147138
1409148247.9 2 1 1409148248
1409307154.4 1 1 1409307140
1409308393.6 2 1 1409308391
1409310588.2 1 1 1409310587
1409311601.5 2 1 1409311597
1409422930.8 1 1 1409422926
1409424161.0 2 1 1409424159
1409426357.6 1 1 1409426355
1409427345.0 2 1 1409427341
1409602694.0 1 1 1409602691
1409603872.3 2 1 1409603872
1409606065.8 1 1 1409606065
1409607036.2 2 1 1409607034
1409767439.3 1 1 1409767438
1409767604.2 2 1 1409767604
1409767657.2 1 1 1409767653
1409767886.0 2 1 1409767883
1409767926.0 1 1 1409767925
1409768014.9 2 1 1409768014
1409768650.5 1 1 1409768640
